rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_dots,number_of_sets,coherent_direction,coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,
-1,-1,RDK,55,14111,0.0-1.0-54.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.59166667,"[15.850000000000364,17.529999999998836,15.720000000001164,16.69499999999971,16.520000000000437,16.81499999999869,16.610000000000582,17.42000000000189,16.24499999999898,17.68499999999949,15.469999999999345,16.540000000000873]",12,
-1,-1,RDK,56,14326,0.0-1.0-55.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69045455,"[16.894999999998618,16.715000000000146,17.530000000000655,16.289999999999054,16.6200000000008,16.525000000001455,16.55999999999767,16.56500000000233,16.729999999997744,16.540000000000873,16.625]",11,
-1,-1,RDK,57,14528,0.0-1.0-56.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.57416667,"[15.600000000000364,16.38000000000102,16.7599999999984,16.674999999999272,16.585000000000946,16.725000000000364,16.625,17.329999999999927,17.024999999999636,15.625,16.7400000000016,16.81999999999789]",12,
-1,-1,RDK,58,14744,0.0-1.0-57.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69708333,"[17.734999999998763,15.835000000000946,16.954999999999927,16.529999999998836,16.980000000001382,16.61999999999898,16.445000000001528,16.795000000000073,17.149999999997817,16.145000000000437,17.860000000000582,15.31499999999869]",12,
-1,-1,RDK,59,14959,0.0-1.0-58.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69136364,"[17.1200000000008,16.23999999999978,16.92000000000189,17.32999999999811,15.780000000000655,16.780000000000655,16.604999999999563,16.700000000000728,16.674999999999272,17.084999999999127,16.3700000000008]",11,
-1,-1,RDK,60,15161,0.0-1.0-59.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.56916667,"[15.540000000000873,17.24499999999898,15.925000000001091,16.584999999999127,17.31000000000131,16.075000000000728,16.889999999999418,16.43499999999949,16.93500000000131,16.529999999998836,16.595000000001164,16.764999999999418]",12,
-1,-1,RDK,61,15379,0.0-1.0-60.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.7825,"[16.924999999997453,16.75500000000102,16.459999999999127,16.81500000000051,16.604999999999563,17.325000000000728,15.965000000000146,16.845000000001164,16.6349999999984,16.735000000000582,16.654999999998836,17.67000000000189]",12,
-1,-1,RDK,62,15594,0.0-1.0-61.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69541667,"[16.904999999998836,16.719999999999345,16.630000000002838,16.669999999996435,16.6050000000032,16.929999999998472,16.6399999999976,16.56500000000051,16.735000000000582,16.62500000000182,16.68000000000029,16.639999999999418]",12,
-1,-1,RDK,63,15812,0.0-1.0-62.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.63041667,"[16.660000000001673,16.25500000000102,16.544999999998254,16.92000000000189,16.44999999999891,16.715000000001965,16.614999999997963,16.830000000001746,16.8849999999984,16.284999999999854,16.639999999999418,16.764999999999418]",12,
-1,-1,RDK,64,16028,0.0-1.0-63.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.71333333,"[16.93499999999767,18.764999999999418,14.480000000003201,17.590000000000146,16.020000000000437,16.43999999999869,16.700000000000728,16.919999999998254,16.43999999999869,16.81500000000233,16.779999999998836,16.674999999999272]",12,
-1,-1,RDK,65,16244,0.0-1.0-64.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69583333,"[17.1150000000016,16.51499999999578,16.69000000000233,16.664999999997235,17.350000000002183,16.229999999999563,16.584999999999127,16.44000000000233,16.790000000000873,17.06999999999607,16.30000000000291,16.599999999998545]",12,
-1,-1,RDK,66,16462,0.0-1.0-65.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.61875,"[16.17000000000189,16.57499999999709,16.590000000003783,16.7699999999968,16.595000000001164,16.93999999999869,16.520000000000437,16.520000000000437,16.885000000002037,16.55999999999767,16.595000000001164,16.70499999999811]",12,
-1,-1,RDK,67,16679,0.0-1.0-66.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.71625,"[16.99499999999898,16.729999999999563,16.640000000003056,16.814999999995052,16.635000000002037,16.525000000001455,16.8849999999984,16.510000000002037,16.854999999999563,16.57999999999811,16.530000000002474,16.895000000000437]",12,
-1,-1,RDK,68,16895,0.0-1.0-67.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69291667,"[16.94499999999971,16.600000000002183,16.7599999999984,16.705000000001746,16.56999999999607,16.770000000000437,17.93999999999869,15.43500000000131,16.56000000000131,17.024999999997817,16.470000000001164,16.534999999999854]",12,
-1,-1,RDK,69,17112,0.0-1.0-68.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.68458333,"[17.17500000000291,17.125,15.909999999996217,16.650000000001455,16.514999999999418,16.860000000000582,16.69499999999971,17.860000000000582,15.829999999998108,16.29500000000189,16.56000000000131,16.739999999997963]",12,
-1,-1,RDK,70,17327,0.0-1.0-69.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.70318182,"[17.090000000000146,16.660000000003492,16.465000000000146,17.604999999999563,16.55500000000029,16.06499999999869,16.674999999999272,16.63000000000102,16.649999999997817,16.79500000000189,16.54500000000189]",11,
-1,-1,RDK,71,17529,0.0-1.0-70.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.56333333,"[15.5,16.5,16.834999999999127,16.56499999999869,16.604999999999563,17.299999999999272,16.200000000000728,16.960000000002765,16.404999999998836,16.590000000000146,16.74499999999898,16.55500000000029]",12,
